Front;Back;LessonID;TopicTags;Family;Category
deliver;deliver;10;auto_frequency,source_oxford,auto_no_translation;deliver;
wonder;wonder;11;auto_frequency,source_oxford,auto_no_translation;wonder;
qualified;qualified;12;auto_frequency,source_oxford,auto_no_translation;qualified;
confirm;confirm;1;auto_frequency,source_oxford,auto_no_translation;confirm;
stick;stick;2;auto_frequency,source_oxford,auto_no_translation;stick;
relation;relation;3;auto_frequency,source_oxford,auto_no_translation;relation;
volunteer;volunteer;4;auto_frequency,source_oxford,auto_no_translation;volunteer;
encourage;encourage;5;auto_frequency,source_oxford,auto_no_translation;encourage;
continuous;continuous;6;auto_frequency,source_oxford,auto_no_translation;continuous;
pan;pan;7;auto_frequency,source_oxford,auto_no_translation;pan;
episode;episode;8;auto_frequency,source_oxford,auto_no_translation;episode;
candidate;candidate;9;auto_frequency,source_oxford,auto_no_translation;candidate;
liquid;liquid;10;auto_frequency,source_oxford,auto_no_translation;liquid;
reservation;reservation;11;auto_frequency,source_oxford,auto_no_translation;reservation;
guard;guard;12;auto_frequency,source_oxford,auto_no_translation;guard;
properly;properly;1;auto_frequency,source_oxford,auto_no_translation;properly;
illegal;illegal;2;auto_frequency,source_oxford,auto_no_translation;illegal;
keyboard;keyboard;3;auto_frequency,source_oxford,auto_no_translation;keyboard;
suitable;suitable;4;auto_frequency,source_oxford,auto_no_translation;suitable;
absolutely;absolutely;5;auto_frequency,source_oxford,auto_no_translation;absolutely;
muscle;muscle;6;auto_frequency,source_oxford,auto_no_translation;muscle;
shell;shell;7;auto_frequency,source_oxford,auto_no_translation;shell;
reliable;reliable;8;auto_frequency,source_oxford,auto_no_translation;reliable;
doubt;doubt;9;auto_frequency,source_oxford,auto_no_translation;doubt;
unable;unable;10;auto_frequency,source_oxford,auto_no_translation;unable;
fighting;fighting;11;auto_frequency,source_oxford,auto_no_translation;fighting;
shift;shift;12;auto_frequency,source_oxford,auto_no_translation;shift;
spending;spending;1;auto_frequency,source_oxford,auto_no_translation;spending;
effectively;effectively;2;auto_frequency,source_oxford,auto_no_translation;effectively;
treat;treat;3;auto_frequency,source_oxford,auto_no_translation;treat;
poverty;poverty;4;auto_frequency,source_oxford,auto_no_translation;poverty;
technique;technique;5;auto_frequency,source_oxford,auto_no_translation;technique;
plot;plot;6;auto_frequency,source_oxford,auto_no_translation;plot;
possibly;possibly;7;auto_frequency,source_oxford,auto_no_translation;possibly;
typically;typically;8;auto_frequency,source_oxford,auto_no_translation;typically;
smooth;smooth;9;auto_frequency,source_oxford,auto_no_translation;smooth;
scan;scan;10;auto_frequency,source_oxford,auto_no_translation;scan;
reaction;reaction;11;auto_frequency,source_oxford,auto_no_translation;reaction;
aged;aged;12;auto_frequency,source_oxford,auto_no_translation;aged;
successfully;successfully;1;auto_frequency,source_oxford,auto_no_translation;successfully;
tight;tight;2;auto_frequency,source_oxford,auto_no_translation;tight;
contrast;contrast;3;auto_frequency,source_oxford,auto_no_translation;contrast;
recommendation;recommendation;4;auto_frequency,source_oxford,auto_no_translation;recommendation;
organized;organized;5;auto_frequency,source_oxford,auto_no_translation;organized;
seed;seed;6;auto_frequency,source_oxford,auto_no_translation;seed;
eventually;eventually;7;auto_frequency,source_oxford,auto_no_translation;eventually;
conclusion;conclusion;8;auto_frequency,source_oxford,auto_no_translation;conclusion;
valuable;valuable;9;auto_frequency,source_oxford,auto_no_translation;valuable;
forever;forever;10;auto_frequency,source_oxford,auto_no_translation;forever;
captain;captain;11;auto_frequency,source_oxford,auto_no_translation;captain;
heating;heating;12;auto_frequency,source_oxford,auto_no_translation;heating;
wing;wing;1;auto_frequency,source_oxford,auto_no_translation;wing;
commit;commit;2;auto_frequency,source_oxford,auto_no_translation;commit;
tiny;tiny;3;auto_frequency,source_oxford,auto_no_translation;tiny;
tube;tube;4;auto_frequency,source_oxford,auto_no_translation;tube;
proud;proud;5;auto_frequency,source_oxford,auto_no_translation;proud;
giant;giant;6;auto_frequency,source_oxford,auto_no_translation;giant;
alarm;alarm;7;auto_frequency,source_oxford,auto_no_translation;alarm;
garage;garage;8;auto_frequency,source_oxford,auto_no_translation;garage;
pleasure;pleasure;9;auto_frequency,source_oxford,auto_no_translation;pleasure;
prayer;prayer;10;auto_frequency,source_oxford,auto_no_translation;prayer;
appointment;appointment;11;auto_frequency,source_oxford,auto_no_translation;appointment;
hurricane;hurricane;12;auto_frequency,source_oxford,auto_no_translation;hurricane;
producer;producer;1;auto_frequency,source_oxford,auto_no_translation;producer;
apart;apart;2;auto_frequency,source_oxford,auto_no_translation;apart;
mad;mad;3;auto_frequency,source_oxford,auto_no_translation;mad;
strongly;strongly;4;auto_frequency,source_oxford,auto_no_translation;strongly;
horror;horror;5;auto_frequency,source_oxford,auto_no_translation;horror;
familiar;familiar;6;auto_frequency,source_oxford,auto_no_translation;familiar;
till;till;7;auto_frequency,source_oxford,auto_no_translation;till;
sand;sand;8;auto_frequency,source_oxford,auto_no_translation;sand;
mainly;mainly;9;auto_frequency,source_oxford,auto_no_translation;mainly;
substance;substance;10;auto_frequency,source_oxford,auto_no_translation;substance;
pipe;pipe;11;auto_frequency,source_oxford,auto_no_translation;pipe;
lay;lay;12;auto_frequency,source_oxford,auto_no_translation;lay;
donate;donate;1;auto_frequency,source_oxford,auto_no_translation;donate;
prove;prove;2;auto_frequency,source_oxford,auto_no_translation;prove;
exhibition;exhibition;3;auto_frequency,source_oxford,auto_no_translation;exhibition;
necessarily;necessarily;4;auto_frequency,source_oxford,auto_no_translation;necessarily;
trend;trend;5;auto_frequency,source_oxford,auto_no_translation;trend;
obviously;obviously;6;auto_frequency,source_oxford,auto_no_translation;obviously;
escape;escape;7;auto_frequency,source_oxford,auto_no_translation;escape;
obvious;obvious;8;auto_frequency,source_oxford,auto_no_translation;obvious;
folk;folk;9;auto_frequency,source_oxford,auto_no_translation;folk;
arrival;arrival;10;auto_frequency,source_oxford,auto_no_translation;arrival;
princess;princess;11;auto_frequency,source_oxford,auto_no_translation;princess;
yard;yard;12;auto_frequency,source_oxford,auto_no_translation;yard;
murder;murder;1;auto_frequency,source_oxford,auto_no_translation;murder;
pour;pour;2;auto_frequency,source_oxford,auto_no_translation;pour;
dust;dust;3;auto_frequency,source_oxford,auto_no_translation;dust;
seriously;seriously;4;auto_frequency,source_oxford,auto_no_translation;seriously;
atmosphere;atmosphere;5;auto_frequency,source_oxford,auto_no_translation;atmosphere;
kiss;kiss;6;auto_frequency,source_oxford,auto_no_translation;kiss;
assignment;assignment;7;auto_frequency,source_oxford,auto_no_translation;assignment;
glad;glad;8;auto_frequency,source_oxford,auto_no_translation;glad;
receipt;receipt;9;auto_frequency,source_oxford,auto_no_translation;receipt;
ghost;ghost;10;auto_frequency,source_oxford,auto_no_translation;ghost;
champion;champion;11;auto_frequency,source_oxford,auto_no_translation;champion;
personally;personally;12;auto_frequency,source_oxford,auto_no_translation;personally;
plenty;plenty;1;auto_frequency,source_oxford,auto_no_translation;plenty;
throat;throat;2;auto_frequency,source_oxford,auto_no_translation;throat;
ignore;ignore;3;auto_frequency,source_oxford,auto_no_translation;ignore;
toe;toe;4;auto_frequency,source_oxford,auto_no_translation;toe;
whenever;whenever;5;auto_frequency,source_oxford,auto_no_translation;whenever;
fairly;fairly;6;auto_frequency,source_oxford,auto_no_translation;fairly;
enemy;enemy;7;auto_frequency,source_oxford,auto_no_translation;enemy;
drum;drum;8;auto_frequency,source_oxford,auto_no_translation;drum;
flood;flood;9;auto_frequency,source_oxford,auto_no_translation;flood;
announcement;announcement;10;auto_frequency,source_oxford,auto_no_translation;announcement;
appreciate;appreciate;11;auto_frequency,source_oxford,auto_no_translation;appreciate;
clause;clause;12;auto_frequency,source_oxford,auto_no_translation;clause;
indoor;indoor;1;auto_frequency,source_oxford,auto_no_translation;indoor;
regularly;regularly;2;auto_frequency,source_oxford,auto_no_translation;regularly;
tend;tend;3;auto_frequency,source_oxford,auto_no_translation;tend;
hunt;hunt;4;auto_frequency,source_oxford,auto_no_translation;hunt;
complaint;complaint;5;auto_frequency,source_oxford,auto_no_translation;complaint;
locate;locate;6;auto_frequency,source_oxford,auto_no_translation;locate;
chest;chest;7;auto_frequency,source_oxford,auto_no_translation;chest;
passion;passion;8;auto_frequency,source_oxford,auto_no_translation;passion;
sight;sight;9;auto_frequency,source_oxford,auto_no_translation;sight;
leaf;leaf;10;auto_frequency,source_oxford,auto_no_translation;leaf;
combine;combine;11;auto_frequency,source_oxford,auto_no_translation;combine;
romantic;romantic;12;auto_frequency,source_oxford,auto_no_translation;romantic;
examine;examine;1;auto_frequency,source_oxford,auto_no_translation;examine;
rugby;rugby;2;auto_frequency,source_oxford,auto_no_translation;rugby;
kick;kick;3;auto_frequency,source_oxford,auto_no_translation;kick;
unlike;unlike;4;auto_frequency,source_oxford,auto_no_translation;unlike;
pot;pot;5;auto_frequency,source_oxford,auto_no_translation;pot;
achievement;achievement;6;auto_frequency,source_oxford,auto_no_translation;achievement;
convenient;convenient;7;auto_frequency,source_oxford,auto_no_translation;convenient;
silent;silent;8;auto_frequency,source_oxford,auto_no_translation;silent;
childhood;childhood;9;auto_frequency,source_oxford,auto_no_translation;childhood;
talent;talent;10;auto_frequency,source_oxford,auto_no_translation;talent;
shoot;shoot;11;auto_frequency,source_oxford,auto_no_translation;shoot;
robot;robot;12;auto_frequency,source_oxford,auto_no_translation;robot;
powder;powder;1;auto_frequency,source_oxford,auto_no_translation;powder;
entrance;entrance;2;auto_frequency,source_oxford,auto_no_translation;entrance;
attitude;attitude;3;auto_frequency,source_oxford,auto_no_translation;attitude;
engaged;engaged;4;auto_frequency,source_oxford,auto_no_translation;engaged;
difficulty;difficulty;5;auto_frequency,source_oxford,auto_no_translation;difficulty;
container;container;6;auto_frequency,source_oxford,auto_no_translation;container;
departure;departure;7;auto_frequency,source_oxford,auto_no_translation;departure;
belief;belief;8;auto_frequency,source_oxford,auto_no_translation;belief;
killing;killing;9;auto_frequency,source_oxford,auto_no_translation;killing;
attraction;attraction;10;auto_frequency,source_oxford,auto_no_translation;attraction;
ban;ban;11;auto_frequency,source_oxford,auto_no_translation;ban;
odd;odd;12;auto_frequency,source_oxford,auto_no_translation;odd;
mood;mood;1;auto_frequency,source_oxford,auto_no_translation;mood;
occasion;occasion;2;auto_frequency,source_oxford,auto_no_translation;occasion;
victim;victim;3;auto_frequency,source_oxford,auto_no_translation;victim;
photographer;photographer;4;auto_frequency,source_oxford,auto_no_translation;photographer;
coal;coal;5;auto_frequency,source_oxford,auto_no_translation;coal;
pleasant;pleasant;6;auto_frequency,source_oxford,auto_no_translation;pleasant;
announce;announce;7;auto_frequency,source_oxford,auto_no_translation;announce;
rough;rough;8;auto_frequency,source_oxford,auto_no_translation;rough;
shelf;shelf;9;auto_frequency,source_oxford,auto_no_translation;shelf;
decade;decade;10;auto_frequency,source_oxford,auto_no_translation;decade;
honest;honest;11;auto_frequency,source_oxford,auto_no_translation;honest;
hang;hang;12;auto_frequency,source_oxford,auto_no_translation;hang;
retired;retired;1;auto_frequency,source_oxford,auto_no_translation;retired;
stadium;stadium;2;auto_frequency,source_oxford,auto_no_translation;stadium;
translate;translate;3;auto_frequency,source_oxford,auto_no_translation;translate;
costume;costume;4;auto_frequency,source_oxford,auto_no_translation;costume;
perfectly;perfectly;5;auto_frequency,source_oxford,auto_no_translation;perfectly;
tin;tin;6;auto_frequency,source_oxford,auto_no_translation;tin;
portrait;portrait;7;auto_frequency,source_oxford,auto_no_translation;portrait;
equally;equally;8;auto_frequency,source_oxford,auto_no_translation;equally;
guilty;guilty;9;auto_frequency,source_oxford,auto_no_translation;guilty;
naturally;naturally;10;auto_frequency,source_oxford,auto_no_translation;naturally;
tail;tail;11;auto_frequency,source_oxford,auto_no_translation;tail;
violent;violent;12;auto_frequency,source_oxford,auto_no_translation;violent;
underwear;underwear;1;auto_frequency,source_oxford,auto_no_translation;underwear;
cottage;cottage;2;auto_frequency,source_oxford,auto_no_translation;cottage;
drunk;drunk;3;auto_frequency,source_oxford,auto_no_translation;drunk;
documentary;documentary;4;auto_frequency,source_oxford,auto_no_translation;documentary;
ceiling;ceiling;5;auto_frequency,source_oxford,auto_no_translation;ceiling;
afford;afford;6;auto_frequency,source_oxford,auto_no_translation;afford;
quit;quit;7;auto_frequency,source_oxford,auto_no_translation;quit;
highlight;highlight;8;auto_frequency,source_oxford,auto_no_translation;highlight;
spoken;spoken;9;auto_frequency,source_oxford,auto_no_translation;spoken;
grain;grain;10;auto_frequency,source_oxford,auto_no_translation;grain;
breath;breath;11;auto_frequency,source_oxford,auto_no_translation;breath;
similarly;similarly;12;auto_frequency,source_oxford,auto_no_translation;similarly;
coin;coin;1;auto_frequency,source_oxford,auto_no_translation;coin;
bomb;bomb;2;auto_frequency,source_oxford,auto_no_translation;bomb;
investigate;investigate;3;auto_frequency,source_oxford,auto_no_translation;investigate;
repeated;repeated;4;auto_frequency,source_oxford,auto_no_translation;repeated;
tongue;tongue;5;auto_frequency,source_oxford,auto_no_translation;tongue;
invest;invest;6;auto_frequency,source_oxford,auto_no_translation;invest;
cheat;cheat;7;auto_frequency,source_oxford,auto_no_translation;cheat;
celebration;celebration;8;auto_frequency,source_oxford,auto_no_translation;celebration;
viewer;viewer;9;auto_frequency,source_oxford,auto_no_translation;viewer;
cloth;cloth;10;auto_frequency,source_oxford,auto_no_translation;cloth;
weapon;weapon;11;auto_frequency,source_oxford,auto_no_translation;weapon;
fold;fold;12;auto_frequency,source_oxford,auto_no_translation;fold;
qualify;qualify;1;auto_frequency,source_oxford,auto_no_translation;qualify;
diagram;diagram;2;auto_frequency,source_oxford,auto_no_translation;diagram;
attach;attach;3;auto_frequency,source_oxford,auto_no_translation;attach;
bend;bend;4;auto_frequency,source_oxford,auto_no_translation;bend;
unemployment;unemployment;5;auto_frequency,source_oxford,auto_no_translation;unemployment;
profession;profession;6;auto_frequency,source_oxford,auto_no_translation;profession;
friendship;friendship;7;auto_frequency,source_oxford,auto_no_translation;friendship;
frozen;frozen;8;auto_frequency,source_oxford,auto_no_translation;frozen;
ceremony;ceremony;9;auto_frequency,source_oxford,auto_no_translation;ceremony;
nail;nail;10;auto_frequency,source_oxford,auto_no_translation;nail;
mixture;mixture;11;auto_frequency,source_oxford,auto_no_translation;mixture;
impressive;impressive;12;auto_frequency,source_oxford,auto_no_translation;impressive;
poem;poem;1;auto_frequency,source_oxford,auto_no_translation;poem;
hardly;hardly;2;auto_frequency,source_oxford,auto_no_translation;hardly;
bubble;bubble;3;auto_frequency,source_oxford,auto_no_translation;bubble;
admit;admit;4;auto_frequency,source_oxford,auto_no_translation;admit;
fancy;fancy;5;auto_frequency,source_oxford,auto_no_translation;fancy;
relate;relate;6;auto_frequency,source_oxford,auto_no_translation;relate;
suffer;suffer;7;auto_frequency,source_oxford,auto_no_translation;suffer;
confused;confused;8;auto_frequency,source_oxford,auto_no_translation;confused;
bee;bee;9;auto_frequency,source_oxford,auto_no_translation;bee;
bride;bride;10;auto_frequency,source_oxford,auto_no_translation;bride;
surely;surely;11;auto_frequency,source_oxford,auto_no_translation;surely;
pray;pray;12;auto_frequency,source_oxford,auto_no_translation;pray;
injured;injured;1;auto_frequency,source_oxford,auto_no_translation;injured;
unlikely;unlikely;2;auto_frequency,source_oxford,auto_no_translation;unlikely;
rarely;rarely;3;auto_frequency,source_oxford,auto_no_translation;rarely;
advise;advise;4;auto_frequency,source_oxford,auto_no_translation;advise;
survive;survive;5;auto_frequency,source_oxford,auto_no_translation;survive;
protest;protest;6;auto_frequency,source_oxford,auto_no_translation;protest;
trick;trick;7;auto_frequency,source_oxford,auto_no_translation;trick;
dirt;dirt;8;auto_frequency,source_oxford,auto_no_translation;dirt;
heavily;heavily;9;auto_frequency,source_oxford,auto_no_translation;heavily;
sink;sink;10;auto_frequency,source_oxford,auto_no_translation;sink;
meanwhile;meanwhile;11;auto_frequency,source_oxford,auto_no_translation;meanwhile;
innocent;innocent;12;auto_frequency,source_oxford,auto_no_translation;innocent;
intention;intention;1;auto_frequency,source_oxford,auto_no_translation;intention;
happiness;happiness;2;auto_frequency,source_oxford,auto_no_translation;happiness;
impression;impression;3;auto_frequency,source_oxford,auto_no_translation;impression;
calm;calm;4;auto_frequency,source_oxford,auto_no_translation;calm;
lip;lip;5;auto_frequency,source_oxford,auto_no_translation;lip;
gather;gather;6;auto_frequency,source_oxford,auto_no_translation;gather;
indirect;indirect;7;auto_frequency,source_oxford,auto_no_translation;indirect;
wool;wool;8;auto_frequency,source_oxford,auto_no_translation;wool;
arrest;arrest;9;auto_frequency,source_oxford,auto_no_translation;arrest;
attract;attract;10;auto_frequency,source_oxford,auto_no_translation;attract;
lonely;lonely;11;auto_frequency,source_oxford,auto_no_translation;lonely;
confident;confident;12;auto_frequency,source_oxford,auto_no_translation;confident;
ought;ought;1;auto_frequency,source_oxford,auto_no_translation;ought;
ugly;ugly;2;auto_frequency,source_oxford,auto_no_translation;ugly;
priest;priest;3;auto_frequency,source_oxford,auto_no_translation;priest;
queue;queue;4;auto_frequency,source_oxford,auto_no_translation;queue;
sculpture;sculpture;5;auto_frequency,source_oxford,auto_no_translation;sculpture;
punishment;punishment;6;auto_frequency,source_oxford,auto_no_translation;punishment;
prediction;prediction;7;auto_frequency,source_oxford,auto_no_translation;prediction;
mess;mess;8;auto_frequency,source_oxford,auto_no_translation;mess;
sudden;sudden;9;auto_frequency,source_oxford,auto_no_translation;sudden;
rope;rope;10;auto_frequency,source_oxford,auto_no_translation;rope;
gentle;gentle;11;auto_frequency,source_oxford,auto_no_translation;gentle;
headline;headline;12;auto_frequency,source_oxford,auto_no_translation;headline;
narrative;narrative;1;auto_frequency,source_oxford,auto_no_translation;narrative;
consist;consist;2;auto_frequency,source_oxford,auto_no_translation;consist;
silly;silly;3;auto_frequency,source_oxford,auto_no_translation;silly;
mild;mild;4;auto_frequency,source_oxford,auto_no_translation;mild;
fur;fur;5;auto_frequency,source_oxford,auto_no_translation;fur;
fence;fence;6;auto_frequency,source_oxford,auto_no_translation;fence;
breathing;breathing;7;auto_frequency,source_oxford,auto_no_translation;breathing;
divide;divide;8;auto_frequency,source_oxford,auto_no_translation;divide;
tent;tent;9;auto_frequency,source_oxford,auto_no_translation;tent;
qualification;qualification;10;auto_frequency,source_oxford,auto_no_translation;qualification;
earthquake;earthquake;11;auto_frequency,source_oxford,auto_no_translation;earthquake;
poet;poet;12;auto_frequency,source_oxford,auto_no_translation;poet;
organizer;organizer;1;auto_frequency,source_oxford,auto_no_translation;organizer;
reject;reject;2;auto_frequency,source_oxford,auto_no_translation;reject;
peaceful;peaceful;3;auto_frequency,source_oxford,auto_no_translation;peaceful;
conclude;conclude;4;auto_frequency,source_oxford,auto_no_translation;conclude;
talented;talented;5;auto_frequency,source_oxford,auto_no_translation;talented;
horrible;horrible;6;auto_frequency,source_oxford,auto_no_translation;horrible;
dressed;dressed;7;auto_frequency,source_oxford,auto_no_translation;dressed;
intend;intend;8;auto_frequency,source_oxford,auto_no_translation;intend;
bite;bite;9;auto_frequency,source_oxford,auto_no_translation;bite;
mud;mud;10;auto_frequency,source_oxford,auto_no_translation;mud;
grateful;grateful;11;auto_frequency,source_oxford,auto_no_translation;grateful;
shine;shine;12;auto_frequency,source_oxford,auto_no_translation;shine;
explosion;explosion;1;auto_frequency,source_oxford,auto_no_translation;explosion;
concentrate;concentrate;2;auto_frequency,source_oxford,auto_no_translation;concentrate;
keen;keen;3;auto_frequency,source_oxford,auto_no_translation;keen;
needle;needle;4;auto_frequency,source_oxford,auto_no_translation;needle;
generous;generous;5;auto_frequency,source_oxford,auto_no_translation;generous;
climb;climb;6;auto_frequency,source_oxford,auto_no_translation;climb;
fascinating;fascinating;7;auto_frequency,source_oxford,auto_no_translation;fascinating;
educated;educated;8;auto_frequency,source_oxford,auto_no_translation;educated;
pale;pale;9;auto_frequency,source_oxford,auto_no_translation;pale;
stranger;stranger;10;auto_frequency,source_oxford,auto_no_translation;stranger;
painful;painful;11;auto_frequency,source_oxford,auto_no_translation;painful;
remind;remind;12;auto_frequency,source_oxford,auto_no_translation;remind;
annoying;annoying;1;auto_frequency,source_oxford,auto_no_translation;annoying;
upset;upset;2;auto_frequency,source_oxford,auto_no_translation;upset;
helicopter;helicopter;3;auto_frequency,source_oxford,auto_no_translation;helicopter;
freeze;freeze;4;auto_frequency,source_oxford,auto_no_translation;freeze;
unnecessary;unnecessary;5;auto_frequency,source_oxford,auto_no_translation;unnecessary;
disappointed;disappointed;6;auto_frequency,source_oxford,auto_no_translation;disappointed;
excitement;excitement;7;auto_frequency,source_oxford,auto_no_translation;excitement;
brave;brave;8;auto_frequency,source_oxford,auto_no_translation;brave;
favour;favour;9;auto_frequency,source_oxford,auto_no_translation;favour;
ours;ours;10;auto_frequency,source_oxford,auto_no_translation;ours;
flour;flour;11;auto_frequency,source_oxford,auto_no_translation;flour;
gentleman;gentleman;12;auto_frequency,source_oxford,auto_no_translation;gentleman;
prisoner;prisoner;1;auto_frequency,source_oxford,auto_no_translation;prisoner;
bother;bother;2;auto_frequency,source_oxford,auto_no_translation;bother;
poison;poison;3;auto_frequency,source_oxford,auto_no_translation;poison;
admire;admire;4;auto_frequency,source_oxford,auto_no_translation;admire;
alcoholic;alcoholic;5;auto_frequency,source_oxford,auto_no_translation;alcoholic;
amazed;amazed;6;auto_frequency,source_oxford,auto_no_translation;amazed;
ambition;ambition;7;auto_frequency,source_oxford,auto_no_translation;ambition;
ambitious;ambitious;8;auto_frequency,source_oxford,auto_no_translation;ambitious;
analyse;analyse;9;auto_frequency,source_oxford,auto_no_translation;analyse;
annoy;annoy;10;auto_frequency,source_oxford,auto_no_translation;annoy;
annoyed;annoyed;11;auto_frequency,source_oxford,auto_no_translation;annoyed;
apologize;apologize;12;auto_frequency,source_oxford,auto_no_translation;apologize;
backwards;backwards;1;auto_frequency,source_oxford,auto_no_translation;backwards;
bake;bake;2;auto_frequency,source_oxford,auto_no_translation;bake;
breathe;breathe;3;auto_frequency,source_oxford,auto_no_translation;breathe;
bury;bury;4;auto_frequency,source_oxford,auto_no_translation;bury;
careless;careless;5;auto_frequency,source_oxford,auto_no_translation;careless;
cheerful;cheerful;6;auto_frequency,source_oxford,auto_no_translation;cheerful;
clue;clue;7;auto_frequency,source_oxford,auto_no_translation;clue;
coloured;coloured;8;auto_frequency,source_oxford,auto_no_translation;coloured;
competitor;competitor;9;auto_frequency,source_oxford,auto_no_translation;competitor;
consume;consume;10;auto_frequency,source_oxford,auto_no_translation;consume;
convince;convince;11;auto_frequency,source_oxford,auto_no_translation;convince;
countryside;countryside;12;auto_frequency,source_oxford,auto_no_translation;countryside;
cruel;cruel;1;auto_frequency,source_oxford,auto_no_translation;cruel;
curtain;curtain;2;auto_frequency,source_oxford,auto_no_translation;curtain;
decorate;decorate;3;auto_frequency,source_oxford,auto_no_translation;decorate;
definite;definite;4;auto_frequency,source_oxford,auto_no_translation;definite;
disadvantage;disadvantage;5;auto_frequency,source_oxford,auto_no_translation;disadvantage;
disappointing;disappointing;6;auto_frequency,source_oxford,auto_no_translation;disappointing;
dislike;dislike;7;auto_frequency,source_oxford,auto_no_translation;dislike;
educate;educate;8;auto_frequency,source_oxford,auto_no_translation;educate;
embarrassed;embarrassed;9;auto_frequency,source_oxford,auto_no_translation;embarrassed;
embarrassing;embarrassing;10;auto_frequency,source_oxford,auto_no_translation;embarrassing;
emotion;emotion;11;auto_frequency,source_oxford,auto_no_translation;emotion;
entertain;entertain;12;auto_frequency,source_oxford,auto_no_translation;entertain;
expedition;expedition;1;auto_frequency,source_oxford,auto_no_translation;expedition;
explode;explode;2;auto_frequency,source_oxford,auto_no_translation;explode;
fashionable;fashionable;3;auto_frequency,source_oxford,auto_no_translation;fashionable;
fasten;fasten;4;auto_frequency,source_oxford,auto_no_translation;fasten;
frighten;frighten;5;auto_frequency,source_oxford,auto_no_translation;frighten;
frightened;frightened;6;auto_frequency,source_oxford,auto_no_translation;frightened;
frightening;frightening;7;auto_frequency,source_oxford,auto_no_translation;frightening;
fry;fry;8;auto_frequency,source_oxford,auto_no_translation;fry;
glove;glove;9;auto_frequency,source_oxford,auto_no_translation;glove;
hurry;hurry;10;auto_frequency,source_oxford,auto_no_translation;hurry;
imaginary;imaginary;11;auto_frequency,source_oxford,auto_no_translation;imaginary;
immigrant;immigrant;12;auto_frequency,source_oxford,auto_no_translation;immigrant;
incredibly;incredibly;1;auto_frequency,source_oxford,auto_no_translation;incredibly;
indoors;indoors;2;auto_frequency,source_oxford,auto_no_translation;indoors;
ingredient;ingredient;3;auto_frequency,source_oxford,auto_no_translation;ingredient;
injure;injure;4;auto_frequency,source_oxford,auto_no_translation;injure;
neighbourhood;neighbourhood;5;auto_frequency,source_oxford,auto_no_translation;neighbourhood;
old-fashioned;old-fashioned;7;auto_frequency,source_oxford,auto_no_translation;old-fashioned;
persuade;persuade;8;auto_frequency,source_oxford,auto_no_translation;persuade;
poisonous;poisonous;9;auto_frequency,source_oxford,auto_no_translation;poisonous;
politician;politician;10;auto_frequency,source_oxford,auto_no_translation;politician;
pretend;pretend;11;auto_frequency,source_oxford,auto_no_translation;pretend;
punish;punish;12;auto_frequency,source_oxford,auto_no_translation;punish;
quotation;quotation;1;auto_frequency,source_oxford,auto_no_translation;quotation;
relaxed;relaxed;2;auto_frequency,source_oxford,auto_no_translation;relaxed;
relaxing;relaxing;3;auto_frequency,source_oxford,auto_no_translation;relaxing;
retire;retire;4;auto_frequency,source_oxford,auto_no_translation;retire;
revise;revise;5;auto_frequency,source_oxford,auto_no_translation;revise;
sailor;sailor;6;auto_frequency,source_oxford,auto_no_translation;sailor;
sensible;sensible;7;auto_frequency,source_oxford,auto_no_translation;sensible;
servant;servant;8;auto_frequency,source_oxford,auto_no_translation;servant;
shiny;shiny;9;auto_frequency,source_oxford,auto_no_translation;shiny;
shy;shy;10;auto_frequency,source_oxford,auto_no_translation;shy;
similarity;similarity;11;auto_frequency,source_oxford,auto_no_translation;similarity;
slice;slice;12;auto_frequency,source_oxford,auto_no_translation;slice;
spicy;spicy;1;auto_frequency,source_oxford,auto_no_translation;spicy;
statistic;statistic;2;auto_frequency,source_oxford,auto_no_translation;statistic;
statue;statue;3;auto_frequency,source_oxford,auto_no_translation;statue;
summarize;summarize;4;auto_frequency,source_oxford,auto_no_translation;summarize;
supporter;supporter;5;auto_frequency,source_oxford,auto_no_translation;supporter;
symptom;symptom;6;auto_frequency,source_oxford,auto_no_translation;symptom;
theirs;theirs;7;auto_frequency,source_oxford,auto_no_translation;theirs;
tyre;tyre;8;auto_frequency,source_oxford,auto_no_translation;tyre;
uncomfortable;uncomfortable;9;auto_frequency,source_oxford,auto_no_translation;uncomfortable;
unemployed;unemployed;10;auto_frequency,source_oxford,auto_no_translation;unemployed;
unfair;unfair;11;auto_frequency,source_oxford,auto_no_translation;unfair;
unpleasant;unpleasant;12;auto_frequency,source_oxford,auto_no_translation;unpleasant;
warn;warn;1;auto_frequency,source_oxford,auto_no_translation;warn;
weigh;weigh;2;auto_frequency,source_oxford,auto_no_translation;weigh;
the;the;3;auto_frequency,source_google,auto_no_translation;the;
has;has;4;auto_frequency,source_google,auto_no_translation;has;
pm;pm;5;auto_frequency,source_google,auto_no_translation;pm;
c;c;6;auto_frequency,source_google,auto_no_translation;c;
e;e;7;auto_frequency,source_google,auto_no_translation;e;
been;been;8;auto_frequency,source_google,auto_no_translation;been;
s;s;9;auto_frequency,source_google,auto_no_translation;s;
services;services;10;auto_frequency,source_google,auto_no_translation;services;
these;these;11;auto_frequency,source_google,auto_no_translation;these;
x;x;12;auto_frequency,source_google,auto_no_translation;x;
had;had;1;auto_frequency,source_google,auto_no_translation;had;
n;n;2;auto_frequency,source_google,auto_no_translation;n;
